interactor A gene symbol,interactor B gene symbol,interactor A Uniprot AC,interactor B Uniprot AC,database source
IL4R,GP6,P24394,Q9HCN6,IID
IL4R,IL2RG,P24394,P31785,IID
IL4R,KIR2DL3,P24394,P43628,IID
IL4R,IL21R,P24394,Q9HBE5,IID
IL4R,NEO1,P24394,Q92859,IID
IL4R,IL6ST,P24394,P40189,IID
IL4R,TRIM67,P24394,Q6ZTA4,IID
IL4R,IL10RB,P24394,Q08334,IID
IL4R,ROBO2,P24394,Q9HCK4,IID
IL4R,PLEKHH3,P24394,Q7Z736,IID
IL4R,STAT6,P24394,P42226,IID
IL4R,SHC1,P24394,P29353,IID
IL4R,B2M,P24394,P61769,IID
IL4R,KIR3DS1,P24394,Q14943,IID
IL4R,IL4R,P24394,P24394,IID
IL4R,RELT,P24394,Q969Z4,IID
IL4R,ANKLE2,P24394,Q86XL3,IID
IL4R,CD47,P24394,Q08722,IID
IL4R,MADCAM1,P24394,Q13477,IID
IL4R,SATB1,P24394,Q01826,IID
IL4R,IHH,P24394,Q14623,IID
IL4R,IL27,P24394,Q8NEV9,IID
IL4R,CD40,P24394,P25942,IID
IL4R,TRIM46,P24394,Q7Z4K8,IID
IL4R,RELB,P24394,Q01201,IID
IL4R,KIR2DL1,P24394,P43626,IID
IL4R,EPHB4,P24394,P54760,IID
IL4R,STAT3,P24394,P40763,IID
IL4R,IL10RA,P24394,Q13651,IID
IL4R,MYOM3,P24394,Q5VTT5,IID
IL4R,DCC,P24394,P43146,IID
IL4R,UTP6,P24394,Q9NYH9,IID
IL4R,TRAF6,P24394,Q9Y4K3,IID
IL4R,LILRB4,P24394,Q8NHJ6,IID
IL4R,ACVR2B,P24394,Q13705,IID
IL4R,GRB2,P24394,P62993,IID
DPP4,CXCL9,P27487,Q07325,IID
IL12B,CD276,P29460,Q5ZPR3,IID
IL12B,CNR2,P29460,P34972,IID
IL12B,FNDC3B,P29460,Q53EP0,IID
IL12B,BLOC1S3,P29460,Q6QNY0,IID
IL12B,FLT3LG,P29460,P49771,IID
IL12B,HSPA1L,P29460,P34931,IID
IL12B,CDON,P29460,Q4KMG0,IID
IL12B,IL19,P29460,Q9UHD0,IID
IL12B,ROBO4,P29460,Q8WZ75,IID
IL12B,IL13RA1,P29460,P78552,IID
IL12B,NFKB2,P29460,Q00653,IID
IL12B,HSPA9,P29460,P38646,IID
IL12B,KIR3DS1,P29460,Q14943,IID
IL12B,GP6,P29460,Q9HCN6,IID
IL12B,KIR2DL1,P29460,P43626,IID
IL12B,HCFC1,P29460,P51610,IID
IL12B,IL18,P29460,Q14116,IID
IL12B,UNC13D,P29460,Q70J99,IID
IL12B,APOBEC3F,P29460,Q8IUX4,IID
IL12B,COL14A1,P29460,Q05707,IID
IL12B,TIGIT,P29460,Q495A1,IID
IL12B,TLR1,P29460,Q15399,IID
IL12B,TRGV9,P29460,Q99603,IID
IL12B,PDCD1LG2,P29460,Q9BQ51,IID
IL12B,RUVBL1,P29460,Q9Y265,IID
IL12B,IL2RG,P29460,P31785,IID
IL12B,IL31RA,P29460,Q8NI17,IID
IL12B,STX1A,P29460,Q16623,IID
IL12B,RELB,P29460,Q01201,IID
IL12B,CDH13,P29460,P55290,IID
IL12B,CLCF1,P29460,Q9UBD9,IID
IL12B,ULBP3,P29460,Q9BZM4,IID
IL12B,NFATC2,P29460,Q13469,IID
IL12B,IL12B,P29460,P29460,IID
IL12B,L1CAM,P29460,P32004,IID
IL12B,TLR6,P29460,Q9Y2C9,IID
IL12B,PTPRK,P29460,Q15262,IID
IL12B,DEFA6,P29460,Q01524,IID
IL12B,AHR,P29460,P35869,IID
IL12B,ARRB2,P29460,P32121,IID
IL12B,NFATC4,P29460,Q14934,IID
IL12B,COG1,P29460,Q8WTW3,IID
IL12B,IL21,P29460,Q9HBE4,IID
IL12B,IFNA8,P29460,P32881,IID
IL12B,ACTG1,P29460,P63261,IID
IL12B,WWP1,P29460,Q9H0M0,IID
IL12B,GIMAP5,P29460,Q96F15,IID
IL12B,CHRNA4,P29460,P43681,IID
IL12B,B2M,P29460,P61769,IID
IL12B,GPR183,P29460,P32249,IID
IL12B,TNN,P29460,Q9UQP3,IID
IL12B,CD47,P29460,Q08722,IID
IL12B,TRAF6,P29460,Q9Y4K3,IID
IL12B,CCAR2,P29460,Q8N163,IID
IL12B,DPF2,P29460,Q92785,IID
IL12B,BOC,P29460,Q9BWV1,IID
IL12B,TLR7,P29460,Q9NYK1,IID
IL12B,CD226,P29460,Q15762,IID
IL12B,EPHB1,P29460,P54762,IID
IL12B,IL23R,P29460,Q5VWK5,IID
IL12B,IL2,P29460,P60568,IID
IL12B,OBSCN,P29460,Q5VST9,IID
IL12B,BET1L,P29460,Q9NYM9,IID
IL12B,TP63,P29460,Q9H3D4,IID
IL12B,TTN,P29460,Q8WZ42,IID
IL12B,RPS14,P29460,P62263,IID
IL12B,FNDC3A,P29460,Q9Y2H6,IID
IL12B,CLEC7A,P29460,Q9BXN2,IID
IL12B,CD40LG,P29460,P29965,IID
IL12B,CD96,P29460,P40200,IID
IL12B,MPL,P29460,P40238,IID
IL12B,IFNE,P29460,Q86WN2,IID
IL12B,CADM1,P29460,Q9BY67,IID
IL12B,NRCAM,P29460,Q92823,IID
IL12B,LEP,P29460,P41159,IID
IL12B,IL15,P29460,P40933,IID
IL12B,TBX21,P29460,Q9UL17,IID
IL12B,NECTIN2,P29460,Q92692,IID
IL12B,CD274,P29460,Q9NZQ7,IID
IL12B,IGSF9,P29460,Q9P2J2,IID
IL12B,SYK,P29460,P43405,IID
IL12B,IL26,P29460,Q9NPH9,IID
IL12B,EFNB1,P29460,P98172,IID
IL12B,FXYD6,P29460,Q9H0Q3,IID
IL12B,HIST1H4A,P29460,P62805,IID
IL12B,BTLA,P29460,Q7Z6A9,IID
IL12B,ROCK1,P29460,Q13464,IID
IL12B,CD86,P29460,P42081,IID
IL12B,IL22,P29460,Q9GZX6,IID
IL12B,IL13,P29460,P35225,IID
IL12B,IL27,P29460,Q8NEV9,IID
IL12B,MYOM3,P29460,Q5VTT5,IID
IL12B,MOG,P29460,Q16653,IID
IL12B,ETV6,P29460,P41212,IID
IL12B,PTPRU,P29460,Q92729,IID
IL12B,GML,P29460,Q99445,IID
IL12B,IRF8,P29460,Q02556,IID
IL12B,VSIG4,P29460,Q9Y279,IID
IL12B,IRF5,P29460,Q13568,IID
IL12B,DSCAML1,P29460,Q8TD84,IID
IL12B,THPO,P29460,P40225,IID
IL12B,PRKDC,P29460,P78527,IID
IL12B,CCL19,P29460,Q99731,IID
IL12B,GTF2B,P29460,Q00403,IID
IL12B,DCC,P29460,P43146,IID
IL12B,FNDC8,P29460,Q8TC99,IID
IL12B,IL23A,P29460,Q9NPF7,IID
IL12B,ROBO1,P29460,Q9Y6N7,IID
IL12B,FNDC1,P29460,Q4ZHG4,IID
IL12B,IL20,P29460,Q9NYY1,IID
IL12B,COG7,P29460,P83436,IID
IL12B,GOLPH3,P29460,Q9H4A6,IID
IL12B,IL12RB2,P29460,Q99665,IID
IL12B,TLR9,P29460,Q9NR96,IID
IL12B,TARBP2,P29460,Q15633,IID
IL12B,COG5,P29460,Q9UP83,IID
IL12B,IL24,P29460,Q13007,IID
IL12B,SPEG,P29460,Q15772,IID
IL12B,IFNK,P29460,Q9P0W0,IID
IL12B,ERP44,P29460,Q9BS26,IID
IL12B,RELA,P29460,Q04206,IID
IL12B,NCOR2,P29460,Q9Y618,IID
IL12B,COG2,P29460,Q14746,IID
IL12B,IL20RB,P29460,Q6UXL0,IID
IL12B,COG3,P29460,Q96JB2,IID
IL12B,ASB1,P29460,Q9Y576,IID
IL12B,PML,P29460,P29590,IID
IL12B,IL27RA,P29460,Q6UWB1,IID
IL12B,EBI3,P29460,Q14213,IID
IL12B,AGER,P29460,Q15109,IID
IL12B,CLTC,P29460,Q00610,IID
IL12B,NHEJ1,P29460,Q9H9Q4,IID
IL12B,SIRPG,P29460,Q9P1W8,IID
IL12B,HNRNPU,P29460,Q00839,IID
IL12B,SATB1,P29460,Q01826,IID
IL12B,TTC16,P29460,Q8NEE8,IID
IL12B,CBLB,P29460,Q13191,IID
IL12B,ULBP2,P29460,Q9BZM5,IID
IL12B,LHFPL6,P29460,Q9Y693,IID
IL12B,CD80,P29460,P33681,IID
IL12B,PDF,P29460,Q9HBH1,IID
IL12B,TNR,P29460,Q92752,IID
IL12B,MALT1,P29460,Q9UDY8,IID
IL12B,NFAM1,P29460,Q8NET5,IID
IL12B,LY9,P29460,Q9HBG7,IID
IL12B,HLX,P29460,Q14774,IID
IL12B,NEO1,P29460,Q92859,IID
IL12B,ARPP19,P29460,P56211,IID
IL12B,ABI3BP,P29460,Q7Z7G0,IID
IL12B,JAG2,P29460,Q9Y219,IID
IL12B,MICB,P29460,Q29980,IID
IL12B,TUBA3C,P29460,Q13748,IID
IL12B,ATP7A,P29460,Q04656,IID
IL12B,IL12RB1,P29460,P42701,IID
IL12B,SPHK2,P29460,Q9NRA0,IID
IL12B,CDKAL1,P29460,Q5VV42,IID
IL12B,OSMR,P29460,Q99650,IID
IL12B,CTF1,P29460,Q16619,IID
IL12B,BCL11B,P29460,Q9C0K0,IID
IL12B,PKN1,P29460,Q16512,IID
IL12B,COL20A1,P29460,Q9P218,IID
IL12B,CD83,P29460,Q01151,IID
IL12B,TEX43,P29460,Q6ZNM6,IID
IL12B,IHH,P29460,Q14623,IID
IL12B,SLAMF7,P29460,Q9NQ25,IID
IL12B,TAS2R40,P29460,P59535,IID
IL12B,ZFP91,P29460,Q96JP5,IID
IL12B,GIMAP2,P29460,Q9UG22,IID
IL12B,STAT6,P29460,P42226,IID
IL12B,LAMA4,P29460,Q16363,IID
IL12B,COMMD1,P29460,Q8N668,IID
IL12B,REL,P29460,Q04864,IID
IL12B,IRF4,P29460,Q15306,IID
IL12B,KDR,P29460,P35968,IID
IL12B,TIMM50,P29460,Q3ZCQ8,IID
IL12B,MYBPC2,P29460,Q14324,IID
IL12B,HSH2D,P29460,Q96JZ2,IID
IL12B,IFNL2,P29460,Q8IZJ0,IID
IL12B,NRG1,P29460,Q02297,IID
IL12B,COL12A1,P29460,Q99715,IID
IL12B,IL21R,P29460,Q9HBE5,IID
IL12B,ULBP1,P29460,Q9BZM6,IID
IL12B,MICA,P29460,Q29983,IID
IL12B,LYST,P29460,Q99698,IID
IL12B,MAP3K8,P29460,P41279,IID
IL12B,MYBPC3,P29460,Q14896,IID
IL12B,IL6ST,P29460,P40189,IID
IL12B,SHH,P29460,Q15465,IID
CXCR5,CCR5,P32302,P51681,IID
IL6ST,IL10RA,P40189,Q13651,IID
CCR2,CCR5,P41597,P51681,IID
CXCL12,CCR5,P48061,P51681,IID
CXCL12,IL10RA,P48061,Q13651,IID
CXCR3,CCR5,P49682,P51681,IID
CCR5,LAPTM5,P51681,Q13571,IID
CCR5,PTK2B,P51681,Q14289,IID
CCR5,CCR5,P51681,P51681,IID
CCR5,GNAS,P51681,Q5JWF2,IID
CCR5,LY96,P51681,Q9Y6Y9,IID
CCR5,CXCR4,P51681,P61073,IID
CCR5,RXFP3,P51681,Q9NSD7,IID
CCR5,IRF3,P51681,Q14653,IID
CCR5,LCP2,P51681,Q13094,IID
CCR5,IL10RA,P51681,Q13651,IID
CCR5,CCL26,P51681,Q9Y258,IID
CCR5,SPG21,P51681,Q9NZD8,IID
CCR5,GTF2I,P51681,P78347,IID
CCR5,CXCL9,P51681,Q07325,IID
CCR5,S1PR3,P51681,Q99500,IID
CCR5,NCKAP1L,P51681,P55160,IID
CCR5,CCL23,P51681,P55773,IID
CCR5,CYSLTR1,P51681,Q9Y271,IID
CCR5,SAMHD1,P51681,Q9Y3Z3,IID
CCR5,CD300C,P51681,Q08708,IID
CCR5,JAK3,P51681,P52333,IID
CCR5,CCL19,P51681,Q99731,IID
CCR5,SLC20A2,P51681,Q08357,IID
CCR5,CCR5,P51681,Q38L21,IID
CCR5,IL18R1,P51681,Q13478,IID
CCR5,CTBP2,P51681,P56545,IID
CCR5,STAT5B,P51681,P51692,IID
CCR5,CCL8,P51681,P80075,IID
CCR5,CST9L,P51681,Q9H4G1,IID
CCR5,IL24,P51681,Q13007,IID
CCR5,CCR6,P51681,P51684,IID
CCR5,XCL2,P51681,Q9UBD3,IID
CCR5,CCL7,P51681,P80098,IID
CCR5,CCL27,P51681,Q9Y4X3,IID
CCR5,CMKLR1,P51681,Q99788,IID
CCR5,AIF1,P51681,P55008,IID
CCR5,IFI44,P51681,Q8TCB0,IID
CCR5,TAP1,P51681,Q03518,IID
CCR5,IL12RB2,P51681,Q99665,IID
CCR5,GNAI1,P51681,P63096,IID
CCR5,FGL2,P51681,Q14314,IID
CCR5,RELA,P51681,Q04206,IID
CCR5,CCL15,P51681,Q16663,IID
CCR5,CCL28,P51681,Q9NRJ3,IID
CCR5,CCL18,P51681,P55774,IID
CCR5,UTS2R,P51681,Q9UKP6,IID
CCR5,CD81,P51681,P60033,IID
CCR5,CSF3R,P51681,Q99062,IID
CCR5,C3AR1,P51681,Q16581,IID
CCR5,PTK2,P51681,Q05397,IID
CCR5,SLA,P51681,Q13239,IID
CCR5,CCR9,P51681,P51686,IID
CCR5,CCL14,P51681,Q16627,IID
CCR5,HPSE,P51681,Q9Y251,IID
CCR5,IL16,P51681,Q14005,IID
CCR5,ACKR1,P51681,Q16570,IID
CCR5,CCL4L1,P51681,Q8NHW4,IID
CCR5,SLAMF8,P51681,Q9P0V8,IID
CCR5,CCL13,P51681,Q99616,IID
CCR5,CCL17,P51681,Q92583,IID
CCL7,CXCL9,P80098,Q07325,IID
SLC7A9,SLC3A1,P82251,Q07837,IID
SLC7A9,GLYAT,P82251,Q6IB77,IID
SLC7A9,SLC7A8,P82251,Q9UHI5,IID
SLC7A9,SLC7A5,P82251,Q01650,IID
SLC7A9,CUL1,P82251,Q13616,IID
SLC7A9,AGO2,P82251,Q9UKV8,IID
SLC7A9,PSG6,P82251,Q00889,IID
SLC7A9,HECW1,P82251,Q76N89,IID
SLC7A9,ZNF507,P82251,Q8TCN5,IID
SLC7A9,NKX3-1,P82251,Q99801,IID
SLC7A9,SLC6A15,P82251,Q9H2J7,IID
SLC7A9,NTRK3,P82251,Q16288,IID
SLC7A9,KCNMB4,P82251,Q86W47,IID
SLC7A9,CTAGE1,P82251,Q96RT6,IID
SLC7A9,ERBB4,P82251,Q15303,IID
SLC7A9,SLC6A3,P82251,Q01959,IID
SLC7A9,SLC38A4,P82251,Q969I6,IID
SLC7A9,PIK3R5,P82251,Q8WYR1,IID
SLC7A9,SLC30A3,P82251,Q99726,IID
SLC7A9,HRH4,P82251,Q9H3N8,IID
SLC7A9,SLC6A7,P82251,Q99884,IID
SLC7A9,TAS2R16,P82251,Q9NYV7,IID
SLC7A9,SLC36A1,P82251,Q7Z2H8,IID
SLC7A9,GTDC1,P82251,Q4AE62,IID
SLC7A9,TIAM2,P82251,Q8IVF5,IID
SLC7A9,TAF4B,P82251,Q92750,IID
SLC7A9,SLC6A5,P82251,Q9Y345,IID
SLC7A9,SLC38A1,P82251,Q9H2H9,IID
CXCL9,C1RL,Q07325,Q9NZP8,IID
CXCL9,IL21R,Q07325,Q9HBE5,IID
CXCL9,C3AR1,Q07325,Q16581,IID
CXCL9,CCR5,Q07325,Q38L21,IID
CXCL9,LY96,Q07325,Q9Y6Y9,IID
CXCL9,-,Q07325,Q4VBL2,IID
CXCL9,CCL14,Q07325,Q16627,IID
CXCL9,PLEKHG4B,Q07325,Q96PX9,IID
CXCL9,BMPER,Q07325,Q8N8U9,IID
CXCL9,MYOF,Q07325,Q9NZM1,IID
CXCL9,ACKR1,Q07325,Q16570,IID
CXCL9,CCL19,Q07325,Q99731,IID
CXCL9,CCL4L1,Q07325,Q8NHW4,IID
CXCL9,CCL26,Q07325,Q9Y258,IID
CXCL9,CD300C,Q07325,Q08708,IID
CXCL9,CCL28,Q07325,Q9NRJ3,IID
CXCL9,EPS8,Q07325,Q12929,IID
CXCL9,CXCL9,Q07325,Q07325,IID
CXCL9,CCL17,Q07325,Q92583,IID
CXCL9,CCL15,Q07325,Q16663,IID
CXCL9,CCL13,Q07325,Q99616,IID
CXCL9,BMF,Q07325,Q96LC9,IID
CXCL9,KLRG1,Q07325,Q96E93,IID
CXCL9,ITK,Q07325,Q08881,IID
CXCL9,SCUBE1,Q07325,Q8IWY4,IID
CXCL9,IL10RA,Q07325,Q13651,IID
CXCL9,IL16,Q07325,Q14005,IID
CXCL9,IL23R,Q07325,Q5VWK5,IID
CXCL9,SYNE4,Q07325,Q8N205,IID
CXCL9,GIMAP5,Q07325,Q96F15,IID
CXCL9,IL20RB,Q07325,Q6UXL0,IID
CXCL9,VEZF1,Q07325,Q14119,IID
CXCL9,CCDC155,Q07325,Q8N6L0,IID
CXCL9,CLEC5A,Q07325,Q9NY25,IID
CXCL9,LGALS3BP,Q07325,Q08380,IID
CXCL9,AFAP1L1,Q07325,Q8TED9,IID
CXCL9,SLAMF8,Q07325,Q9P0V8,IID
CXCL9,LILRB2,Q07325,Q8N423,IID
CXCL9,XCL2,Q07325,Q9UBD3,IID
CXCL9,CLEC1A,Q07325,Q8NC01,IID
LCP2,IL10RA,Q13094,Q13651,IID
IL10RA,C3AR1,Q13651,Q16581,IID
IL10RA,THEMIS2,Q13651,Q5TEJ8,IID
IL10RA,HAVCR2,Q13651,Q8TDQ0,IID
IL10RA,CD163,Q13651,Q86VB7,IID
IL10RA,VSIG4,Q13651,Q9Y279,IID
IL10RA,BTRC,Q13651,Q9Y297,IID
IL10RA,LILRB2,Q13651,Q8N423,IID
IL10RA,NKG7,Q13651,Q16617,IID
IL10RA,SELPLG,Q13651,Q14242,IID
IL10RA,PILRA,Q13651,Q9UKJ1,IID
IL10RA,BIN2,Q13651,Q9UBW5,IID
IL10RA,LAIR1,Q13651,Q6GTX8,IID
IL10RA,GIMAP4,Q13651,Q9NUV9,IID
IL10RA,IL22RA1,Q13651,Q8N6P7,IID
IL10RA,STAB1,Q13651,Q9NY15,IID
IL10RA,MICB,Q13651,Q29980,IID
IL10RA,PPP1R16B,Q13651,Q96T49,IID
IL10RA,RUNX3,Q13651,Q13761,IID
IL10RA,CCR5,Q13651,Q38L21,IID
IL10RA,SH2B3,Q13651,Q9UQQ2,IID
IL10RA,CLEC7A,Q13651,Q9BXN2,IID
IL10RA,LILRB4,Q13651,Q8NHJ6,IID
IL10RA,CD300LF,Q13651,Q8TDQ1,IID
IL10RA,MYOF,Q13651,Q9NZM1,IID
IL10RA,SIGLEC1,Q13651,Q9BZZ2,IID
IL10RA,LILRA3,Q13651,Q8N6C8,IID
IL10RA,GIMAP6,Q13651,Q6P9H5,IID
IL10RA,NFAM1,Q13651,Q8NET5,IID
IL10RA,IL21R,Q13651,Q9HBE5,IID
IL10RA,GIMAP5,Q13651,Q96F15,IID
IL10RA,VAMP8,Q13651,Q9BV40,IID
IL10RA,SAMHD1,Q13651,Q9Y3Z3,IID
IL10RA,FGL2,Q13651,Q14314,IID
IL10RA,IL22RA2,Q13651,Q969J5,IID
IL10RA,IHH,Q13651,Q14623,IID
IL10RA,GPR65,Q13651,Q8IYL9,IID
IL10RA,LY96,Q13651,Q9Y6Y9,IID
IL10RA,IL10,Q13651,Q71UZ1,IID
IL10RA,HFE,Q13651,Q30201,IID
IL10RA,FNDC1,Q13651,Q4ZHG4,IID
IL10RA,MS4A6A,Q13651,Q9H2W1,IID
IL10RA,ARHGAP15,Q13651,Q53QZ3,IID
IL10RA,IL12RB2,Q13651,Q99665,IID
IL10RA,IL20RB,Q13651,Q6UXL0,IID
IL10RA,SAMSN1,Q13651,Q9NSI8,IID
IL10RA,LILRB1,Q13651,Q8NHL6,IID
IL10RA,RIPOR2,Q13651,Q9Y4F9,IID
IL10RA,CRLF3,Q13651,Q8IUI8,IID
IL10RA,NCF4,Q13651,Q15080,IID
IL10RA,SLC7A7,Q13651,Q9UM01,IID
IL10RA,DOCK2,Q13651,Q92608,IID
IL10RA,IL20RA,Q13651,Q9UHF4,IID
IL10RA,SHH,Q13651,Q15465,IID
IL10RA,SOCS4,Q13651,Q8WXH5,IID
IL10RA,SP110,Q13651,Q9HB58,IID
IL10RA,MS4A4A,Q13651,Q96JQ5,IID
IL10RA,CSF3R,Q13651,Q99062,IID
IL10RA,TREML1,Q13651,Q86YW5,IID
IL10RA,INPP5D,Q13651,Q92835,IID
IL10RA,ADAP2,Q13651,Q9NPF8,IID
IL10RA,TRAF3IP3,Q13651,Q9Y228,IID
IL10RA,PTPRCAP,Q13651,Q14761,IID
IL10RA,MAFB,Q13651,Q9Y5Q3,IID
IL10RA,STAT4,Q13651,Q14765,IID
IL10RA,FERMT3,Q13651,Q86UX7,IID
IL10RA,RNASE6,Q13651,Q93091,IID
IL10RA,SLAMF8,Q13651,Q9P0V8,IID
IL10RA,IL27RA,Q13651,Q6UWB1,IID
IL10RA,ARHGAP45,Q13651,Q92619,IID
IL10RA,MFSD1,Q13651,Q9H3U5,IID
